"district","hour","act1","act2","act3","act4","act5"
"035","2am",12652.908,42.2592,0,0,35.8037
"036","2am",20118.315,188.914,0,0,239.0366
"037","2am",11004.927,68.2996,0,0,262.5894
"038","2am",15382.202,125.2129,0,0,36.2673
"039","2am",7565.499,57.6775,0,0,0
"040","2am",11117.185,109.9239,0,0,87.8845
"041","2am",15020.863,79.4707,0,0,56.5957
"042","2am",8516.083,131.4426,0,0,0
"043","2am",15351.994,94.5402,0,0,96.2751
"044","2am",8243.046,234.8073,0,0,0
"045","2am",10010.691,0,0,0,0
"046","2am",9641.345,12.2087,0,0,46.1399
"047","2am",12052.792,85.9243,0,0,75.7612
"048","2am",6199.013,0,0,0,33.3089
"049","2am",10267.85,35.8037,0,0,42.1968
"050","2am",19485.098,0,0,0,359.3023
"051","2am",19504.128,251.7825,0,0,123.8209
"052","2am",14364.771,0,0,0,0
"053","2am",14356.153,104.6553,0,0,0
"054","2am",20011.25,79.288,0,0,0
"055","2am",13175.699,0,0,0,79.9134
"056","2am",8511.822,153.1147,0,0,70.496
"057","2am",15311.988,0,0,0,0
"058","2am",9521.122,0,0,0,0
"059","2am",13574.788,405.752,0,0,0
"060","2am",12110.243,0,0,0,0
"061","2am",15914.78,0,0,0,0
"062","2am",18364.654,149.4323,0,0,0
"063","2am",5268.702,22.7125,0,0,0
"064","2am",16317.476,0,0,0,0
"065","2am",11193.86,0,0,0,0
"066","2am",14296.85,266.8139,0,0,0
"001","3am",9363.133,0,0,0,443.1931
"002","3am",16690.281,58.5205,0,0,720.7598
"003","3am",20262.46,72.8217,0,0,101.6311
"004","3am",13324.316,164.3574,0,0,457.6165
"005","3am",16162.796,0,0,0,277.7652
"006","3am",14762.965,264.4787,0,0,303.8258
"007","3am",12912.744,44.4352,0,70.0353,0
"008","3am",16487.653,0,0,0,87.1966
"009","3am",15001.746,152.8278,0,0,42.1968
"010","3am",13033.871,74.0786,0,0,127.5092
"011","3am",17221.513,0,0,0,616.4779
"012","3am",5710.318,0,0,0,134.746
"013","3am",17402.527,310.9066,0,0,261.5584
"014","3am",5346.147,0,0,0,72.6727
"015","3am",13366.748,0,0,0,0
"016","3am",15844.379,123.9424,0,0,855.0244
"017","3am",5803.482,221.428,0,0,116.7279
"018","3am",5943.76,0,0,0,445.6858
"019","3am",11419.343,0,0,0,198.3815
"020","3am",18544.451,106.8032,68.6409,0,46.1399
"021","3am",11476.42,58.315,0,0,106.8607
"022","3am",12903.735,0,0,0,23.9264
"023","3am",16055.461,315.8619,0,0,253.8571
"024","3am",19729.342,172.5011,0,0,779.4672
"025","3am",5834.318,36.7282,0,0,0
"026","3am",6807.733,0,0,0,0
"027","3am",10701.045,60.9392,62.3373,0,0
"028","3am",9945.855,74.0786,0,0,0
"029","3am",9593.598,35.8843,0,0,35.8843
"030","3am",17413.263,368.6613,0,0,0
"031","3am",10242.376,0,0,0,0
"032","3am",11831.756,0,0,0,272.2981
"033","3am",8958.915,96.1774,0,0,44.0683
"034","3am",10396.955,77.9869,0,0,197.137
"035","3am",12652.908,42.2592,0,0,35.8037
"036","3am",20118.315,188.914,0,0,239.0366
"037","3am",11004.927,68.2996,0,0,120.8037
"038","3am",15382.202,125.2129,0,0,36.2673
"039","3am",7565.499,57.6775,0,0,0
"040","3am",11117.185,109.9239,0,0,87.8845
"041","3am",14910.77,79.4707,0,0,56.5957
"042","3am",8516.083,306.0174,0,0,0
"043","3am",15351.994,94.5402,0,0,96.2751
"044","3am",8243.046,234.8073,0,0,0
"045","3am",10010.691,0,0,0,0
"046","3am",9641.345,12.2087,0,0,46.1399
"047","3am",12052.792,85.9243,0,0,75.7612
"048","3am",6199.013,0,0,0,33.3089
"049","3am",10267.85,35.8037,0,0,0
"050","3am",19485.098,0,0,0,359.3023
"051","3am",19504.128,251.7825,0,0,123.8209
"052","3am",14364.771,0,0,0,0
"053","3am",14356.153,104.6553,0,0,0
"054","3am",20011.25,79.288,0,0,0
"055","3am",13175.699,0,0,0,79.9134
"056","3am",8511.822,153.1147,0,0,70.496
"057","3am",15311.988,0,0,0,0
"058","3am",9392.159,0,0,0,0
"059","3am",13574.788,405.752,0,0,0
"060","3am",12110.243,0,0,0,0
"061","3am",15914.78,0,0,0,0
"062","3am",18364.654,149.4323,0,0,0
"063","3am",5268.702,22.7125,0,0,0
"064","3am",16459.262,0,0,0,0
"065","3am",11193.86,0,0,0,0
"066","3am",14296.85,266.8139,0,0,0
